Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,positive,negative,neutral,compound,tb_Pol,length,numb_pos,numb_neg,index,gamestop_unscaled,gamestop_monthly,isPartial_x,scale_x,gamestop,gme_unscaled,gme_monthly,isPartial_y,scale_y,gme,Suma
2020-10-28,12.270000457763672,13.050000190734863,11.779999732971191,11.819999694824219,6388600,0.0,0.0,0.105548,0.0743188,0.8201309999999999,0.0834378,0.0228104,389,289,100,57,67,6.0,,0.06,4.02,16,0.0,,0.0,0.0,83
2020-10-29,11.880000114440918,12.25,11.680000305175781,11.729999542236328,4165800,0.0,0.0,0.10016599999999999,0.0665689,0.8332440000000001,0.09814810000000002,0.0451267,283,219,64,58,78,6.0,,0.06,4.68,33,0.0,,0.0,0.0,111
2020-10-30,11.640000343322754,11.640000343322754,10.359999656677246,10.470000267028809,11546900,0.0,0.0,0.105199,0.0787396,0.8160470000000001,0.0994737,0.0202449,407,294,113,59,90,6.0,,0.06,5.4,23,0.0,,0.0,0.0,113
2020-11-02,10.819999694824219,11.09000015258789,10.5,10.75,5227000,0.0,0.0,0.105019,0.066165,0.828835,0.093001,0.05666709999999999,103,80,23,62,12,7.0,,0.07,0.8400000000000001,22,0.0,,0.0,0.0,34
2020-11-03,10.75,11.859999656677246,10.630000114440918,11.569999694824219,7454500,0.0,0.0,0.0974518,0.0719137,0.83065,0.0501497,0.026051599999999998,197,149,48,63,11,7.0,,0.07,0.77,26,0.0,,0.0,0.0,37
2020-11-04,11.760000228881836,11.770000457763672,10.609999656677246,10.90999984741211,5807900,0.0,0.0,0.0949602,0.089767,0.815267,0.035563599999999994,0.0454318,176,128,48,64,10,7.0,,0.07,0.7000000000000001,28,0.0,,0.0,0.0,38
2020-11-05,11.270000457763672,11.84000015258789,11.0600004196167,11.449999809265137,4705200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,65,13,7.0,,0.07,0.91,20,0.0,,0.0,0.0,33
2020-11-06,11.520000457763672,12.170000076293945,11.319999694824219,11.859999656677246,5518200,0.0,0.0,0.0966364,0.040897699999999995,0.862489,0.178281,0.0595692,88,76,12,66,14,7.0,,0.07,0.98,26,0.0,,0.0,0.0,40
2020-11-09,12.760000228881836,12.930000305175781,11.25,11.489999771118164,6244900,0.0,0.0,0.0911716,0.0864515,0.822362,0.0345037,0.024192099999999998,268,199,69,69,20,21.0,,0.21,4.2,28,0.0,,0.0,0.0,48
2020-11-10,11.5,11.65999984741211,10.829999923706055,11.100000381469727,3826000,0.0,0.0,0.0890321,0.08792660000000001,0.8230459999999999,0.0208294,-0.00183352,218,150,68,70,46,21.0,,0.21,9.66,33,0.0,,0.0,0.0,79
2020-11-11,11.5,11.949999809265137,11.210000038146973,11.75,4882600,0.0,0.0,0.11033499999999999,0.0907414,0.798962,0.0526202,0.0392665,263,184,79,71,31,21.0,,0.21,6.51,29,0.0,,0.0,0.0,60
2020-11-12,11.739999771118164,11.869999885559082,10.970000267028809,11.130000114440918,4353300,0.0,0.0,0.11059000000000001,0.07126829999999999,0.818127,0.0978732,0.0466527,205,152,53,72,81,21.0,,0.21,17.009999999999998,22,0.0,,0.0,0.0,103
2020-11-13,11.359999656677246,11.550000190734863,11.0,11.010000228881836,3535900,0.0,0.0,0.10043400000000001,0.06586900000000001,0.8336899999999999,0.07489789999999999,0.029940300000000003,145,110,35,73,53,21.0,,0.21,11.13,34,0.0,,0.0,0.0,87
2020-11-16,11.15999984741211,12.65999984741211,10.720000267028809,12.0600004196167,9774800,0.0,0.0,0.094363,0.0695901,0.836047,0.0547788,0.0161543,405,304,101,76,25,15.0,,0.15,3.75,20,1.0,,0.01,0.2,45
2020-11-17,11.649999618530273,11.920000076293945,11.229999542236328,11.630000114440918,6678200,0.0,0.0,0.0770806,0.0944692,0.82845,0.0221749,0.00218205,211,139,72,77,24,15.0,,0.15,3.6,30,1.0,,0.01,0.3,54
2020-11-18,11.800000190734863,12.039999961853027,11.5600004196167,11.569999694824219,3169200,0.0,0.0,0.10447100000000001,0.0667143,0.8288,0.07688930000000001,0.0230392,140,104,36,78,27,15.0,,0.15,4.05,29,1.0,,0.01,0.29,56
2020-11-19,11.600000381469727,12.789999961853027,11.449999809265137,12.460000038146973,11787600,0.0,0.0,0.104216,0.073402,0.822382,0.08579869999999999,0.0286954,296,231,65,79,46,15.0,,0.15,6.9,35,1.0,,0.01,0.35000000000000003,81
2020-11-20,12.550000190734863,13.460000038146973,12.539999961853027,12.710000038146973,8395400,0.0,0.0,0.101355,0.0808193,0.817822,0.0798065,0.0448784,321,233,88,80,29,15.0,,0.15,4.35,32,1.0,,0.01,0.32,61
2020-11-23,12.899999618530273,14.119999885559082,12.670000076293945,13.899999618530273,9599100,0.0,0.0,0.09667519999999999,0.0674914,0.8358270000000001,0.057512,0.024802,468,357,111,83,26,26.0,,0.26,6.76,32,1.0,,0.01,0.32,58
2020-11-24,14.229999542236328,14.260000228881836,13.300000190734863,13.670000076293945,7183200,0.0,0.0,0.0916136,0.0703795,0.838023,0.0727548,0.026993400000000004,440,331,109,84,38,26.0,,0.26,9.88,34,1.0,,0.01,0.34,72
2020-11-25,13.600000381469727,15.25,13.420000076293945,14.75,8860100,0.0,0.0,0.09156310000000001,0.06587989999999999,0.842572,0.0918077,0.020093299999999998,666,525,141,85,33,26.0,,0.26,8.58,30,1.0,,0.01,0.3,63
2020-11-27,15.289999961853027,16.739999771118164,14.880000114440918,16.079999923706055,12504200,0.0,0.0,0.0834169,0.05775159999999999,0.858836,0.07329719999999999,0.023159799999999998,1264,1005,259,87,100,26.0,,0.26,26.0,44,1.0,,0.01,0.44,144
2020-11-30,18.170000076293945,19.420000076293945,16.559999465942383,16.559999465942383,31983500,0.0,0.0,0.100172,0.0673695,0.8324600000000001,0.0779615,0.0297707,4601,3521,1080,90,34,14.0,,0.14,4.760000000000002,100,1.0,,0.01,1.0,134
2020-12-01,17.110000610351562,17.399999618530273,15.760000228881836,15.800000190734863,12653900,0.0,0.0,0.10049,0.0701885,0.829325,0.0894197,0.026226099999999995,2424,1818,606,91,64,14.0,,0.14,8.96,58,1.0,,0.01,0.58,122
2020-12-02,15.699999809265137,16.68000030517578,15.380000114440918,16.579999923706055,7883400,0.0,0.0,0.109411,0.0671407,0.823443,0.0995748,0.0456701,1457,1090,367,92,56,14.0,,0.14,7.840000000000002,51,1.0,,0.01,0.51,107
2020-12-03,16.479999542236328,16.639999389648438,15.869999885559082,16.1200008392334,6295000,0.0,0.0,0.10241800000000001,0.0688681,0.8287190000000001,0.0945405,0.0393138,576,435,141,93,62,14.0,,0.14,8.680000000000001,41,1.0,,0.01,0.41,103
2020-12-04,16.299999237060547,17.290000915527344,16.260000228881836,16.899999618530273,8972700,0.0,0.0,0.10474000000000001,0.057243499999999996,0.838009,0.1131,0.05384780000000001,1236,969,267,94,65,14.0,,0.14,9.1,48,1.0,,0.01,0.48,113
2020-12-07,17.0,17.5,16.219999313354492,16.350000381469727,7386300,0.0,0.0,0.09912,0.0695425,0.8313290000000001,0.0746692,0.029664199999999998,1058,802,256,97,58,13.0,,0.13,7.54,46,1.0,,0.01,0.46,104
2020-12-08,16.3700008392334,17.209999084472656,15.930000305175781,16.940000534057617,16120200,0.0,0.0,0.114754,0.0762261,0.80902,0.08796489999999998,0.0415812,3238,2398,840,98,59,13.0,,0.13,7.67,70,1.0,,0.01,0.7000000000000001,129
2020-12-09,13.920000076293945,14.729999542236328,13.229999542236328,13.65999984741211,24357900,0.0,0.0,0.10506199999999999,0.08605410000000001,0.8088890000000001,0.0722244,0.00879126,2309,1588,721,99,58,13.0,,0.13,7.54,65,1.0,,0.01,0.65,123
2020-12-10,13.119999885559082,14.40999984741211,13.050000190734863,14.119999885559082,7558900,0.0,0.0,0.107278,0.0750411,0.81766,0.0868932,0.0354269,852,617,235,100,63,13.0,,0.13,8.19,40,1.0,,0.01,0.4,103
2020-12-11,13.90999984741211,14.0,13.020000457763672,13.3100004196167,7496900,0.0,0.0,0.117966,0.07736169999999999,0.8046979999999999,0.11573199999999999,0.051345400000000006,506,379,127,101,62,13.0,,0.13,8.06,44,1.0,,0.01,0.44,106
2020-12-14,13.34000015258789,13.430000305175781,12.140000343322754,12.720000267028809,10007100,0.0,0.0,0.108348,0.0835495,0.8081010000000001,0.07387,0.0350598,919,661,258,104,61,15.0,,0.15,9.15,40,1.0,,0.01,0.4,101
2020-12-15,12.779999732971191,14.020000457763672,12.479999542236328,13.850000381469727,8189800,0.0,0.0,0.100004,0.0637554,0.836252,0.08955489999999999,0.048420099999999994,965,751,214,105,77,15.0,,0.15,11.55,49,1.0,,0.01,0.49,126
2020-12-16,13.960000038146973,14.3100004196167,13.579999923706055,13.850000381469727,5865100,0.0,0.0,0.09768969999999999,0.07511419999999999,0.8271870000000001,0.07328430000000001,0.0206201,464,353,111,106,61,15.0,,0.15,9.15,34,1.0,,0.01,0.34,95
2020-12-17,13.960000038146973,14.979999542236328,13.59000015258789,14.829999923706055,8194900,0.0,0.0,0.0946946,0.05909299999999999,0.846209,0.0745988,0.040431199999999994,645,501,144,107,63,15.0,,0.15,9.45,29,1.0,,0.01,0.29,92
2020-12-18,15.779999732971191,16.299999237060547,15.180000305175781,15.630000114440918,16618800,0.0,0.0,0.103654,0.0694379,0.8269059999999999,0.0803079,0.028072500000000004,1023,799,224,108,79,15.0,,0.15,11.85,33,1.0,,0.01,0.33,112
2020-12-21,15.8100004196167,16.350000381469727,15.279999732971191,15.529999732971191,9876100,0.0,0.0,0.103305,0.0644928,0.832203,0.09146010000000002,0.0274775,976,750,226,111,69,16.0,,0.16,11.04,39,1.0,,0.01,0.39,108
2020-12-22,16.219999313354492,20.040000915527344,16.149999618530273,19.459999084472656,30652700,0.0,0.0,0.100851,0.0763591,0.822789,0.0635812,0.027410200000000003,3342,2490,852,112,68,16.0,,0.16,10.88,64,1.0,,0.01,0.64,132
2020-12-23,20.170000076293945,22.350000381469727,19.1299991607666,20.56999969482422,25830300,0.0,0.0,0.09958070000000001,0.0711318,0.8292870000000001,0.0714747,0.029908499999999998,3868,2923,945,113,73,16.0,,0.16,11.68,100,1.0,,0.01,1.0,173
2020-12-24,21.010000228881836,21.479999542236328,19.950000762939453,20.149999618530273,6262200,0.0,0.0,0.0998054,0.0670262,0.833158,0.101405,0.0305697,1639,1226,413,114,95,16.0,,0.16,15.2,58,1.0,,0.01,0.58,153
2020-12-28,21.309999465942383,21.969999313354492,20.350000381469727,20.989999771118164,8965900,0.0,0.0,0.101996,0.0669673,0.8310360000000001,0.08166230000000001,0.0328155,2388,1808,580,118,58,12.0,,0.12,6.96,83,1.0,,0.01,0.8300000000000001,141
2020-12-29,20.81999969482422,21.06999969482422,18.559999465942383,19.3799991607666,9241400,0.0,0.0,0.0993109,0.0717217,0.828967,0.08440310000000001,0.024822999999999998,2152,1581,571,119,57,12.0,,0.12,6.84,54,1.0,,0.01,0.54,111
2020-12-30,19.3799991607666,20.0,18.850000381469727,19.260000228881836,5934400,0.0,0.0,0.10508800000000001,0.0782017,0.816718,0.0818953,0.0250363,1725,1229,496,120,52,12.0,,0.12,6.24,51,1.0,,0.01,0.51,103
2020-12-31,19.25,19.799999237060547,18.799999237060547,18.84000015258789,6922700,0.0,0.0,0.119743,0.06626080000000001,0.81399,0.135744,0.031698000000000004,2055,1575,480,121,58,12.0,,0.12,6.96,64,1.0,,0.01,0.64,122
2021-01-04,19.0,19.100000381469727,17.149999618530273,17.25,10022500,0.0,0.0,0.101006,0.07800939999999999,0.8209780000000001,0.05885359999999999,0.047002499999999996,1484,1060,424,125,4,9.0,,0.09,0.36,0,1.0,,0.01,0.0,4
2021-01-05,17.350000381469727,18.079999923706055,17.229999542236328,17.3700008392334,4961500,0.0,0.0,0.10356199999999999,0.0824336,0.81399,0.06178580000000001,0.0413824,1144,805,339,126,4,9.0,,0.09,0.36,0,1.0,,0.01,0.0,4
2021-01-06,17.34000015258789,18.979999542236328,17.329999923706055,18.360000610351562,6056200,0.0,0.0,0.101017,0.0712768,0.8277190000000001,0.07212489999999999,0.0396236,1062,784,278,127,4,9.0,,0.09,0.36,0,1.0,,0.01,0.0,4
2021-01-07,18.469999313354492,19.450000762939453,18.020000457763672,18.079999923706055,6129300,0.0,0.0,0.0994553,0.07386439999999998,0.826676,0.0645694,0.019275,929,678,251,128,5,9.0,,0.09,0.45,0,1.0,,0.01,0.0,5
2021-01-08,18.18000030517578,18.299999237060547,17.079999923706055,17.690000534057617,6482000,0.0,0.0,0.104859,0.07055039999999999,0.8245899999999999,0.09006389999999999,0.0413684,983,741,242,129,5,9.0,,0.09,0.45,0,1.0,,0.01,0.0,5
2021-01-11,19.40999984741211,20.649999618530273,19.010000228881836,19.940000534057617,14908000,0.0,0.0,0.096249,0.06997489999999999,0.8337700000000001,0.0854215,0.0267005,2269,1717,552,132,3,9.0,,0.09,0.27,0,3.0,,0.03,0.0,3
2021-01-12,19.959999084472656,20.399999618530273,19.31999969482422,19.950000762939453,7060700,0.0,0.0,0.0965132,0.0736,0.829886,0.09410139999999999,0.0427523,1095,805,290,133,3,9.0,,0.09,0.27,0,3.0,,0.03,0.0,3
2021-01-13,20.420000076293945,38.650001525878906,20.030000686645508,31.399999618530273,144501700,0.0,0.0,0.111125,0.0700625,0.818809,0.102558,0.031031700000000002,11049,8453,2596,134,4,9.0,,0.09,0.36,2,3.0,,0.03,0.06,6
2021-01-14,38.09000015258789,43.060001373291016,33.04999923706055,39.90999984741211,93717400,0.0,0.0,0.101521,0.0638902,0.8345870000000001,0.0896534,0.0375476,14922,11472,3450,135,4,9.0,,0.09,0.36,2,3.0,,0.03,0.06,6
2021-01-15,38.4900016784668,40.75,34.0099983215332,35.5,46866400,0.0,0.0,0.10095900000000001,0.0662174,0.832823,0.0835936,0.0315752,15085,11385,3700,136,4,9.0,,0.09,0.36,2,3.0,,0.03,0.06,6
2021-01-19,41.54999923706055,45.52000045776367,36.63999938964844,39.36000061035156,74721900,0.0,0.0,0.102235,0.0648962,0.832866,0.100267,0.043923500000000004,9616,7145,2471,140,3,11.0,,0.11,0.33,3,6.0,,0.06,0.18,6
2021-01-20,37.369998931884766,41.189998626708984,36.060001373291016,39.119998931884766,33471800,0.0,0.0,0.106772,0.0682675,0.8249569999999999,0.11142300000000001,0.051482299999999995,7541,5509,2032,141,3,11.0,,0.11,0.33,3,6.0,,0.06,0.18,6
2021-01-21,39.22999954223633,44.75,37.0,43.029998779296875,56216900,0.0,0.0,0.10529300000000001,0.06553819999999999,0.8291620000000001,0.11853399999999999,0.057439699999999996,9478,7029,2449,142,8,11.0,,0.11,0.88,3,6.0,,0.06,0.18,11
2021-01-22,42.59000015258789,76.76000213623047,42.31999969482422,65.01000213623047,197157900,0.0,0.0,0.104098,0.0698162,0.8260860000000001,0.10008500000000001,0.0456683,18279,13448,4831,143,7,11.0,,0.11,0.77,6,6.0,,0.06,0.36,13
2021-01-25,96.7300033569336,159.17999267578125,61.130001068115234,76.79000091552734,177874000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,146,11,100.0,,1.0,11.0,16,100.0,,1.0,16.0,27
2021-01-26,88.55999755859375,150.0,80.19999694824219,147.97999572753906,178588000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,147,16,100.0,,1.0,16.0,24,100.0,,1.0,24.0,40
2021-01-27,354.8299865722656,380.0,249.0,347.510009765625,93396700,0.0,0.0,0.08527749999999999,0.0781671,0.8365520000000001,0.036947100000000004,0.0203307,54154,38117,16037,148,52,100.0,,1.0,52.0,54,100.0,,1.0,54.0,106
2021-01-28,265.0,483.0,112.25,193.60000610351562,58815800,0.0,0.0,0.0836589,0.0747712,0.841568,0.0340307,0.033456,97436,66798,30638,149,100,100.0,,1.0,100.0,100,100.0,,1.0,100.0,200
2021-01-29,379.7099914550781,413.9800109863281,250.0,325.0,50566100,0.0,0.0,0.0960362,0.0660462,0.8379129999999999,0.09529739999999999,0.039354900000000005,73287,52695,20592,150,91,100.0,,1.0,91.0,96,100.0,,1.0,96.0,187
2021-02-01,316.55999755859375,322.0,212.0,225.0,37382200,0.0,0.0,0.0966334,0.0703396,0.833023,0.084786,0.0439349,55528,39504,16024,153,100,49.0,,0.49,49.0,95,84.0,,0.84,79.8,195
2021-02-02,140.75999450683594,158.0,74.22000122070312,90.0,78183100,0.0,0.0,0.0977365,0.0754199,0.8268399999999999,0.073077,0.049249699999999993,50226,34583,15643,154,97,49.0,,0.49,47.53,100,84.0,,0.84,84.0,197
2021-02-03,112.01000213623047,113.4000015258789,85.25,92.41000366210938,42698500,0.0,0.0,0.105323,0.070621,0.82406,0.106912,0.0499145,18883,13439,5444,155,73,49.0,,0.49,35.77,75,84.0,,0.84,63.0,148
2021-02-04,91.19000244140625,91.5,53.33000183105469,53.5,62427300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,156,55,49.0,,0.49,26.95,58,84.0,,0.84,48.72,113
2021-02-05,54.040000915527344,95.0,51.09000015258789,63.77000045776367,81345000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,157,47,49.0,,0.49,23.03,52,84.0,,0.84,43.68,99
2021-02-08,72.41000366210938,72.66000366210938,58.02000045776367,60.0,25687300,0.0,0.0,0.106491,0.0805331,0.812976,0.102649,0.052045100000000004,6166,4160,2006,160,26,16.0,,0.16,4.16,25,23.0,,0.23,5.75,51
2021-02-09,56.61000061035156,57.0,46.52000045776367,50.310001373291016,26843100,0.0,0.0,0.107021,0.0825675,0.810415,0.084747,0.0502522,6678,4394,2284,161,27,16.0,,0.16,4.32,25,23.0,,0.23,5.75,52
